PrepId,Description,PakQty,PakUOM,InventoryGroup,StdQty,StdUom
P-59581,BNO|Tofu|Cumin & Lime,5.0,Kg,PREP,5000.0,g
P-29179,BOILED|Du Puy,10.0,Kg,,10000.0,g
P-71167,Braised Red Cabbage/Jpop,10.0,Kg,,10000.0,g
P-26181,BRAISED|Berbere Brisket,3.0,Kg,PREP,3000.0,g
P-53947,BREADED|Arancini|FORMAL,120.0,piece,FEAST,8500.0,g
P-50831,BREADED|Chicken|Karaage Thigh,4.6,Kg,,4600.0,g
P-45062,BREADING|Chick Wings|GFree,7.3,Kg,PREP,7300.0,g
P-50829,BRINE|Pork Belly|overnight,8.0,Kg,,8000.0,g
P-50535,BRINE|Pork|Liquid,43.0,L,,43000.0,ml
P-58362,BRINED|Turkey|Breast,9.0,Kg,PREP,9000.0,g
P-26798,BRK|Pancake Blueberry,48.0,ea,,1824.0,g
P-43933,BROTH|Udon,120.0,L,FEAST,120000.0,ml
P-26636,BUTTER|Garlic Herb,1.905,Kg,PREP,1905.0,g
P-26077,BUTTER|Garlic|Good,2.268,Kg,PREP,2268.0,g
P-26231,BUTTER|Roasted Garlic,550.0,g,PREP,550.0,g
P-56369,C19|Basic Vinagrette,1.4,L,,1400.0,ml
P-56103,C19|Dessert|Graham Crumb Base,4.1,Kg,,4100.0,g
P-56102,C19|Dessert|NB Chz Cake Base,9.2,Kg,,9200.0,g
P-56282,C19|Donair Meat Mix Cooked,17.0,Kg,,17000.0,g
P-56327,C19|Donair Sauce 2.0,4.7,Kg,,4700.0,g
P-56367,C19|Fried Calamari,1.1,Kg,,1100.0,g
P-56323,C19|Lemon Yogurt,4.2,Kg,,4200.0,g
P-55757,C19|Lime Dressing,2.9,L,,2900.0,ml
P-56063,C19|Mac Chz mix,48.0,PTN,,3360.0,g
P-56064,C19|Spinach Salad,1.0,PTN,,170.0,g
P-55760,C19|Spring Salad,2.5,Kg,,2500.0,g
P-55756,C19|Spring Slaw Dressed,2.2,Kg,,2200.0,g
P-54710,CAULIFLOWER|TikkaMasala(Test),2.0,Kg,,2000.0,g
P-54744,CHICKEN|RoastedCajunLeg ,7.5,Kg,,7500.0,g
P-50500,CHIFFONADE|Basil,190.0,g,,190.0,g
P-49181,CHILI|B-Nut Squash & Chipotle,14.0,Kg,,1920.0,g
P-24750,CHOPPED|Cilantro,0.5,Kg,,500.0,g
P-62139,CHOPPED|Cilantro|NEW,42.0,g,,42.0,g
P-71534,CHOPPED|Manzanilla Olives,2.06,Kg,,2060.0,g
P-50428,CHOPPED|Mint & Cilantro,50.0,g,FOOD - GROCERY,50.0,g
P-50680,CHOPPED|Turnip,420.0,g,,420.0,g
P-7515,CK - PREP PUREE GINGER,2.5,Kg,PREP,2500.0,g
P-71168,Cocoa Ragout/Jpop,7.0,Kg,,7000.0,g
P-26022,COMPOTE|Apple,3.75,L,PREP,3750.0,ml
P-50739,COMPOTE|Apple Cinnamon,2.5,L,PREP,2500.0,ml
P-51191,COMPOTE|Blueberry,4.5,Kg,,4500.0,g
P-70991,COMPOTE|Blueberry Basil,4.5,Kg,,4500.0,g
P-26044,COMPOTE|Mixed Berry,3.3,L,PREP,3300.0,ml
P-50633,COMPOTE|Peach,2.0,Kg,PREP,2000.0,g
P-50337,COMPOTE|Peach Rosemary,5.5,L,,5500.0,ml
P-50622,COMPOTE|Raspberry Black Pepper,7.5,L,PREP,7500.0,ml
P-58949,COMPOTE|Strawberry,3.268,L,PREP,3268.0,ml
P-26647,COOKED| Whole W Penne,9.072,Kg,PREP,9072.0,g
P-70781,COOKED|5 Spice Pork,8.0,Kg,,8000.0,g
P-55099,COOKED|6 oz Burger Patty,1.0,PTN,,170.0,g
P-32658,COOKED|Adobo Vegetables,4.5,Kg,ZDONT USE- MISC ,4500.0,g
P-35823,COOKED|Aloo Gobi,11.0,Kg,PREP,11000.0,g
P-51214,COOKED|Ancho Chicken|Batch,8.0,Kg,,8000.0,g
P-45068,COOKED|Babagaoush,1.0,L,,1000.0,ml
P-34084,COOKED|Bacon,20.0,g,PREP,20.0,g
P-51508,COOKED|Bacon|(2) Slice,2.0,slice,,57.0,g
P-61011,COOKED|Beef Dip,4.5,Kg,,4500.0,g
P-71464,COOKED|Beef Souvlaki|SKEWER,120.0,each,,25200.0,g
P-68139,COOKED|Beyond Bratwurst,50.0,each,,5000.0,g
P-51540,COOKED|Black Turtle Beans,3.0,Kg,,3000.0,g
P-37778,COOKED|Broccoli|SL,4.0,Kg,,4000.0,g
P-27198,Cooked|Brown Basmati ,10.0,Kg,,10000.0,g
P-9852,"COOKED|Butternut Squash|3/4""",1.7,Kg,,1700.0,g
P-26068,COOKED|Caramelized Onion,1.2,Kg,PREP,1200.0,g
P-32657,COOKED|Chicken Adobo ,13.4,Kg,ZDONT USE- MISC ,13400.0,g
P-54703,COOKED|Chicken Souvlaki skewer,120.0,each,,24240.0,g
P-48870,COOKED|Chicken Stirfry ,6.3,Kg,,6300.0,g
P-57286,COOKED|Chicken Thigh,3.3,Kg,,3300.0,g
P-51988,COOKED|Chicken Wings,40.0,PTN,,12500.0,g
P-10873,COOKED|Chicken|Honey Sesame,5.13,Kg,PREP,5130.0,g
P-50854,COOKED|Chicken|Karaage,100.0,g,PREP,100.0,g
P-51145,COOKED|Cod|Taco Meat,0.75,Kg,,750.0,g
P-50795,COOKED|Corn,300.0,g,,300.0,g
P-36061,COOKED|Cous-Cous|Citrus,6.0,Kg,PREP,6000.0,g
P-50921,COOKED|Crispy Chickpea,2.6,Kg,,2600.0,g
P-46911,COOKED|Crispy Yam Chips,3500.0,g,,3500.0,g
P-68084,COOKED|Cumin Lime Chicken,4.7,Kg,,4700.0,g
P-52753,COOKED|EGG ALMOST ANYSTYLE,1.0,ea,,52.0,g
P-56300,COOKED|Eggplant Parm,8.0,Kg,,8000.0,g
P-62306,COOKED|Eggs|Hardboiled,30.0,each,,1500.0,g
P-26188,COOKED|Elbow Macaroni,2.0,lb,ZDONT USE OK - PREP,907.184,g
P-33208,COOKED|French Fries|Batch,800.0,g,,800.0,g
P-56834,COOKED|Ginger Beef,3.0,Kg,,3000.0,g
P-50250,COOKED|Honey Glaze Carrots,18.5,Kg,,18500.0,g
P-26229,COOKED|Lasagna Noodles,2.0,lb,ZDONT USE OK - PREP,907.184,g
P-71468,COOKED|Latin American Chicken,1.0,Kg,PREP,1000.0,g
P-7093,COOKED|Mashed Potatoes,30.0,Kg,PREP,30000.0,g
P-47324,COOKED|Meatball Blended,180.0,each,PREP,8465.0,g
P-41574,COOKED|Mexican Black Beans,30.0,L,PREP,30000.0,ml
P-37870,COOKED|Mushroom,6.0,Kg,,6000.0,g
P-61947,COOKED|Mushroom Wellington,1.5,Kg,,1500.0,g
P-50571,COOKED|Nasi Goreng ,3.5,Kg,,3500.0,g
P-26384,COOKED|Navy Beans,4.717,Kg,PREP,4717.0,g
P-51522,COOKED|Onion Rings,800.0,g,,800.0,g
P-51533,COOKED|Pancetta,100.0,g,,100.0,g
P-42356,COOKED|Paneer|Tikka Masala,4.3,Kg,PREP,4300.0,g
P-26216,COOKED|Pasta|Penne|WW,2.9,Kg,PREP,2900.0,g
P-50497,COOKED|Pasta|Spag|WW,4.0,Kg,PREP,4000.0,g
P-52787,COOKED|Philly Steak Meat,4.5,Kg,,4500.0,g
P-37297,COOKED|Poached Egg,1.0,each,,50.0,g
P-56249,COOKED|Polenta Fries,5.0,Kg,,5000.0,g
P-32692,COOKED|Pork Belly,2.95,Kg,PREP,2950.0,g
P-64521,COOKED|pork belly tajin|BNO,20.0,Kg,PREP,20000.0,g
P-47227,COOKED|Protein|Risotto,75.0,g,,75.0,g
P-7736,COOKED|Quinoa,5.4,Kg,PREP,5400.0,g
P-55169,COOKED|Ravioli|MUSHROOM,9.072,Kg,PREP,9072.0,g
P-64358,COOKED|Ravioli|Squash,9.072,Kg,PREP,9072.0,g
P-35141,COOKED|Rice n Beans (Test),2.0,L,,2000.0,ml
P-26959,COOKED|Rice Noodle,2.3,Kg,,2300.0,g
P-51527,COOKED|Rice Vermicelli Noodles,1.8,Kg,,1800.0,g
P-50698,COOKED|Rice|Brown,5.0,Kg,,5000.0,g
P-26143,COOKED|Rice|Brown Basmati,4.536,Kg,PREP,4536.0,g
P-41300,COOKED|Rice|Brown Calrose,2.5,Kg,PREP,2500.0,g
P-35895,COOKED|Rice|Coconut Pilaf,5.0,Kg,PREP,5000.0,g
P-50883,COOKED|Rice|Sushi,1.0,Kg,,1000.0,g
P-6975,COOKED|Rice|Whole Grain,9.0,Kg,,9000.0,g
P-50713,COOKED|Roasted Carrots ubc|SL,0.8,Kg,,800.0,g
P-55813,COOKED|Salmon PTN,140.0,PTN,,31780.0,g
P-66173,COOKED|Salsiccia ,9.2,Kg,,9200.0,g
P-55435,COOKED|Sambal Green Beans,8.0,Kg,,8000.0,g
P-26792,COOKED|Scrambled Eggs|Batch,900.0,g,,900.0,g
P-55452,COOKED|Shitake Mushrooms,2.0,Kg,,2000.0,g
P-35689,COOKED|Sorghum,3.28,Kg,PREP,3280.0,g
P-32676,COOKED|Spicy Dahl,4.0,Kg,PREP,4000.0,g
P-57372,COOKED|Steamed potato,9.0,Kg,,9000.0,g
P-51532,COOKED|Stirfry Beef,6.3,Kg,,6300.0,g
P-34121,COOKED|StirFryChicken,4.0,Kg,PREP,4000.0,g
P-45409,COOKED|Sushi Rice 2.0,6.0,Kg,,6000.0,g
P-9857,COOKED|Sweet Potato ,15.876,Kg,,15876.0,g
P-54705,COOKED|Tandoori Chkn Drums,11.0,Kg,,11000.0,g
P-54878,COOKED|Tater Tots|seasoned,1.9,Kg,,1900.0,g
P-50796,COOKED|Tofu|Bueno,150.0,g,,150.0,g
P-64359,COOKED|Tortellini,9.072,Kg,PREP,9072.0,g
P-68210,COOKED|Turkey Parm,5.0,Kg,,5000.0,g
P-27418,COOKED|Turkey Sausage,1.0,ea,,120.0,g
P-61968,COOKED|Tuscan Chicken|BATCH,1.2,Kg,,1200.0,g
P-43929,COOKED|Udon Mushroom Mix,7.5,Kg,FEAST,7500.0,g
P-44753,COOKED|Veg|Ginger Garlic Broc,1.0,Kg,,1000.0,g
P-53979,COOKED|Veggie Chow Mein,28.0,Kg,PREP,28000.0,g
P-26884,COOKED|Whole Grain Brown Rice,4.0,Kg,,4000.0,g
P-66099,COOKED|Wild Rice,4.0,Kg,,4000.0,g
P-46638,COOKED|Wild Rice & Long Grain ,3.5,Kg,,3500.0,g
P-55438,COOKED|WW Elbow Macaroni,9.09,Kg,PREP,9090.0,g
P-26673,COOKED|WW Spaghetti,20.0,lb,PREP,9071.84,g
P-51528,COOKED|Yakisoba Noodle,2.0,Kg,,2000.0,g
P-50411,COOKEDlNavy Bean (white bean),415.0,g,,415.0,g
P-33559,COOKEDlPork Belly,4.0,Kg,FEAST,4000.0,g
P-28369,COST|Bread,1.0,ea,ZDONT USE OK - PREP,35.0,g
P-28372,COST|Cheeses,1.0,slice,ZDONT USE OK - PREP,14.0,g
P-43857,COST|Ham,1.0,slice,,42.0,g
P-43859,COST|Roast Beef ,60.0,g,PREP,60.0,g
P-28371,COST|Sauces,40.0,g,ZDONT USE OK - PREP,40.0,g
P-43858,COST|Turkey,2.0,slice,PREP,56.0,g
P-28373,COST|Vegetables,1.0,un,ZDONT USE OK - PREP,185.0,g
P-26401,CRISPY|Chickpeas,2.75,Kg,ZDONT USE OK - PREP,2750.0,g
P-46546,CRUMBLED|Feta,2.9,Kg,,2900.0,g
P-53002,CUBED|Fennel|Yield,780.0,g,,780.0,g
P-48863,DES|Brown Rice Pudding,12.0,CT,,2241.0,g
P-29255,DESSERT|Bread Pudding|STOLW,20.0,PTN,PREP,4000.0,g
P-55287,DESSERT|Chocolate Pudding,5.1,L,,5100.0,ml
P-51227,DICED|Beets,4.5,Kg,,4500.0,g
P-50565,DICED|Carrot,0.95,Kg,,950.0,g
P-41094,"DICED|Carrot|1/4""",11.17,Kg,,11170.0,g
P-43702,"DICED|Carrot|3/4""",11.17,Kg,,11170.0,g
P-50977,DICED|Celery,850.0,g,,850.0,g
P-41095,"DICED|Celery|1/4""",13.608,Kg,,13608.0,g
P-44314,"DICED|Celery|3/4""",13.608,Kg,,13608.0,g
P-51244,DICED|Cucumber,850.0,g,,850.0,g
P-10115,DICED|Cucumber,6.0,Kg,,6000.0,g
P-43962,"DICED|Cucumber|1/4""",3.3,Kg,PREP,3300.0,g
P-9738,DICED|Green Onion|1/4,0.85,Kg,,850.0,g
P-9741,DICED|Green Onion|1/8,0.85,Kg,,850.0,g
P-9740,"DICED|Green Onion|3/4""",0.85,Kg,,850.0,g
P-50839,DICED|Green Pepper,800.0,g,,800.0,g
P-41096,"DICED|Green Pepper|1/4""",1.0,Kg,,1000.0,g
P-35773,"DICED|Green Pepper|3/4""",1.0,Kg,PREP,1000.0,g
P-9746,DICED|Jumbo Onion|1/4,1.0,lb,,453.592,g
P-9748,DICED|Jumbo Onion|3/4,1.0,lb,,453.592,g
P-50563,DICED|Leek,0.45,lb,,204.1164,g
P-50550,DICED|Onion Red,23.0,lb,,10432.616,g
P-50552,DICED|Onion Yellow,23.0,lb,,10432.616,g
P-50564,DICED|Parsnip,0.95,lb,,430.9124,g
P-55960,DICED|Potato(small),1.0,Kg,,1000.0,g
P-43440,"DICED|Red Onion 1/4""",11.01,Kg,PREP,11010.0,g
P-57499,DICED|Red Onion 1/8,11.0,Kg,PREP,11000.0,g
P-38515,"DICED|Red Onion 3/4""",11.01,Kg,PREP,11010.0,g
P-50837,DICED|Red Pepper,800.0,g,,800.0,g
P-9765,"DICED|Red Pepper|1/4""",1.0,Kg,,1000.0,g
P-9767,DICED|Red Pepper|3/4,1.0,Kg,,1000.0,g
P-38516,"DICED|Red Pepper|3/4""",1000.0,g,,1000.0,g
P-44429,"DICED|Roma Tomato|1/4""",1.0,Kg,PREP,1000.0,g
P-50568,DICED|Shallot,0.95,Kg,,950.0,g
P-9782,"DICED|Tomato|1/4""",0.454,Kg,,454.0,g
P-38556,"DICED|Yellow Onion|1/4""",11.4,Kg,,11400.0,g
P-39167,"DICED|Yellow Onion|3/4""",11.01,Kg,,11010.0,g
P-51233,DICED|Zucchini,900.0,g,,900.0,g
P-45194,"DICED|Zucchini|3/4""",1.0,Kg,PREP,1000.0,g
P-50933,DIP||RanchDipBulk|FORMAL,12.0,L,PREP,12000.0,ml
P-31851,DIP|Beef Jus (Beef Dip),8.0,L,ZDONT USE OK - PREP,8000.0,ml
P-48474,DIP|Spinach,7.2,Kg,,7200.0,g
P-71554,DIP|Yogurt Fruit|VEGAN,1.0,L,,1000.0,ml
P-22251,DRAINED| Kidney Bean ,1.85,Kg,PREP,1850.0,g
P-50802,DRAINED|Artichoke hearts,2.0,Kg,,2000.0,g
P-51531,DRAINED|Baby Corn,1.4,Kg,,1400.0,g
P-56067,DRAINED|Bamboo Shoot - RINSE,1.7,Kg,,1700.0,g
P-22245,DRAINED|Banana Peppers,1.65,Kg,,1650.0,g
P-36504,DRAINED|Black Bean,1.74,Kg,,1740.0,g
P-31957,DRAINED|Black Beans,1.74,Kg,PREP,1740.0,g
P-38637,DRAINED|Caper,1.85,Kg,,1850.0,g
P-43924,DRAINED|Capers,1.1,Kg,,1100.0,g
P-44790,DRAINED|Chickpea,0.8,L,,800.0,ml
P-28989,DRAINED|Chickpeas,1.8,Kg,PREP,1800.0,g
P-55135,DRAINED|Jackfruit,7.2,Kg,,7200.0,g
P-22250,DRAINED|Jalapeno Sliced,2.06,Kg,,2060.0,g
P-32663,DRAINED|Kalamata Olives,2.0,Kg,ZDONT USE OK - PREP,2000.0,g
P-67561,DRAINED|Pickle Sandwich Sliced,10.0,Kg,,10000.0,g
P-52221,DRAINED|PickleSpears,9.5,Kg,,9500.0,g
P-54280,DRAINED|Pineapple,1.75,Kg,,1750.0,g
P-68189,DRAINED|Sliced Green Olives,1.8,Kg,ZDONT USE OK - PREP,1800.0,g
P-32459,DRAINED|Sundried Tomato,2.3,Kg,FOOD - GROCERY,2300.0,g
P-34541,DRAINED|Sundried Tomato in oil,2.4,Kg,,2400.0,g
P-7635,DRAINED|Turtle Black Beans,1.74,Kg,,1740.0,g
P-55823,DRESS|Strawberry Vin,3.3,L,,3300.0,ml
P-47518,DRESS|Vinaigrette|Apple Cider,3.5,L,,3500.0,ml
P-55129,DRESSED|Arugula,90.0,g,,90.0,g
P-35155,Dressing-Avocado Basil Mousse,2.0,L,,2000.0,ml
P-56459,DRESSING|Apple Cider,2.0,L,PREP,2000.0,ml
P-28217,DRESSING|Asian,16.0,L,PREP,16000.0,ml
P-26515,DRESSING|Asian Slaw,2.0,L,PREP,2000.0,ml
P-36486,DRESSING|Avocado Lime,12.0,L,,12000.0,ml
P-49174,DRESSING|Balsamic Citrus,2.5,L,,2500.0,ml
P-26048,DRESSING|Balsamic Vinny|FF,4.0,L,CK - FOOD,4000.0,ml
P-57032,DRESSING|Blue cheese dip,2.0,L,,2000.0,ml
P-61834,DRESSING|Buttermilk Ranch,6.5,L,,6500.0,ml
P-50539,DRESSING|Caesar,2.2,L,PREP,2200.0,ml
P-68233,DRESSING|Chaat 2.0,430.0,ml,PRODUCTION FOOD,430.0,ml
P-51212,DRESSING|Charred Citrus,2.0,L,,2000.0,ml
P-56543,DRESSING|chopped Thai ,240.0,ml,,240.0,ml
P-26074,DRESSING|Cilantro Slaw ,5.0,L,PREP,5000.0,ml
P-26058,DRESSING|Citrus Oil,1.0,L,PREP,1000.0,ml
P-26383,DRESSING|Cumin Lime,3.5,L,PREP,3500.0,ml
P-53251,DRESSING|Ginger Miso|POP,0.75,L,,750.0,ml
P-71731,DRESSING|Gratitude,1.7,L,PREP,1700.0,ml
P-26051,DRESSING|Green Goddess,4.0,L,ZDONT USE OK - PREP,4000.0,ml
P-61015,DRESSING|Green Goddess|VEGAN,4.0,L,PREP,4000.0,ml
P-50965,DRESSING|Honey Rasberry vin,1.0,L,,1000.0,ml
P-35233,DRESSING|Honey Sesame,2.5,L,PREP,2500.0,ml
P-36571,DRESSING|Lemon Mint,20.0,L,PREP,20000.0,ml
P-35737,DRESSING|Lemon Shallot,3.0,L,PREP,3000.0,ml
P-56851,DRESSING|Lemon Thyme Vin,3.0,L,,3000.0,ml
P-44648,DRESSING|Lemon Vinaigrette,1.75,L,PREP,1750.0,ml
P-26977,DRESSING|Maple Shallot,3.0,L,PREP,3000.0,ml
P-66097,DRESSING|Maple Vin|POPAR,1.7,L,,1700.0,ml
P-52701,DRESSING|Papaya Salad,1.0,L,,1000.0,ml
P-56611,DRESSING|Sherry Vinegrette,500.0,ml,,500.0,ml
P-35750,DRESSING|Spicy Caesar ,4.4,L,PREP,4400.0,ml
P-44311,Dressing|Tabouleh,1.4,L,,1400.0,ml
P-42160,DRESSING|Tahini Drizzle,1.5,L,,1500.0,ml
P-62036,DRESSING|Vietnamese salad,1.3,L,,1300.0,ml
P-26054,DRESSINGlCaesar,9.0,L,ZDONT USE OK - PREP,9000.0,ml
P-43342,DRESSINGlFattoush ,4.75,L,FEAST,4750.0,ml
P-55074,DressinglGreek Salad,2.0,L,,2000.0,ml
P-47230,DressinglJapanese Salad,6.6,L,,6600.0,ml
P-16322,DRIP COFFEE,64.0,fl oz,,1892.704,ml
P-26055,EGG|Scrambled,850.0,g,ZDONT USE OK - PREP,850.0,g
P-54250,FEAT|Sheperds Pie Base,35.0,Kg,,35000.0,g
P-67552,FILLING|3 Bean Flauta,5.44,Kg,,5440.0,g
P-35734,FILLING|Bao|Mushroom ,1.45,Kg,PREP,1450.0,g
P-67694,FILLING|Chickpea taco,540.0,g,PRODUCTION FOOD,540.0,g
P-71470,FILLING|Chimichanga|BEEF,950.0,g,,950.0,g
P-71473,FILLING|Chimichanga|VEG,31.95,Kg,PREP,31950.0,g
P-67672,FILLING|Loaded Sweeet potato,650.0,g,,650.0,g
P-52942,FILLING|Prawn taco,39.0,g,,72.0,g
P-61929,FILLING|Salmon Pot Pie,7.0,Kg,,7000.0,g
P-71483,FILLING|Yam Burrito,13.4,Kg,PREP,13400.0,g
P-24027,Flax Seed bread -Slices,24.0,slice,,960.0,g
P-55838,FLEX|Baked Pasta Tomato,8.0,Kg,,8000.0,g
P-45624,FLEX|Beef Vindaloo,63.0,Kg,FEAST,63000.0,g
P-55370,FLEX|Japchae Stir fry,5.0,Kg,,5000.0,g
P-44323,FLEX|Lemon Sultana Pilaf,4.0,Kg,,4000.0,g
P-47268,FLEX|Marinated Olives (PTN),1.0,PTN,,30.0,g
P-43658,FLEX|Mint Cilantro Chutney,1.0,Kg,,1000.0,g
P-44344,FLEX|Muhamarra,5.0,Kg,PREP,5000.0,g
P-44334,FLEX|Ras El & Apricot Rice,3.5,Kg,FEAST,3500.0,g
P-10502,FLEX|Sauce|Garlic Mayo,3.1,L,PREP,3100.0,ml
P-44401,FLEX|Sauce|Zucchini Raita,5.1,Kg,FEAST,5100.0,g
P-44353,FLEX|Savoury Chaat,7.0,PTN,,653.0,g
P-44083,FLEX|Tamarind Chutney,1.0,L,,1000.0,ml
P-55372,FLEX|teriyaki Beef,3.0,Kg,,3000.0,g
P-55371,FLEX|Teriyaki Tofu,3.0,Kg,,3000.0,g
P-44674,FLEX|Tsukune meatballs,22.14,Kg,FEAST,22140.0,g
P-47599,FLEX|Vegan Eggplant Stew,23.5,Kg,FEAST,23500.0,g
P-43688,FLEXlCypress Pork ,2.3,Kg,PREP,2300.0,g
P-47610,FLEXlCyprus Mannoush (V),1.0,PTN,,485.0,g
P-47267,FLEXlCyrpus Mannoush (P),1.0,PTN,,455.0,g
P-50993,FLEXlSaladlPapaya,4.6,Kg,,4600.0,g
P-50918,FLEXlTeppanyaki Beef,1.0,PTN,,246.0,g
P-27397,FLEXlVindaloo paste,15.0,Kg,PREP,15000.0,g
P-55821,FLX|Corned Beef,10.0,Kg,,10000.0,g
P-57001,FLX|Fish IN Chips,2.3,Kg,,2300.0,g
P-56117,FLX|Japchae Stirfry 2.0,4.2,Kg,,4200.0,g
P-55776,FLX|Sauce|Cucumber Raita,6.0,Kg,,6000.0,g
P-55457,FLX|Shiitake Marinade,13.0,L,,13000.0,ml
P-55458,FLX|Shiitake Mushroom,2.0,Kg,,2000.0,g
P-55820,FLX|Turkey + Gravy,7.0,Kg,,7000.0,g
P-64754,FNH Funfetti cake|BUTTER CREAM,200.0,PTN,,21800.0,g
P-64753,FNH|Funfetti Cake,220.0,PTN,,13400.0,g
P-64401,FNH|Moroccan Beet Salad,3.5,Kg,,3500.0,g
P-55548,FRIED|Corn Tortilla Strips,0.5,Kg,ZDONT USE OK - PREP,500.0,g
P-33531,FRIED|Crispy Wonton Wrapper,1.9,Kg,PREP,1900.0,g
P-54837,FRIED|Green Tomatoes,0.75,Kg,,750.0,g
P-55242,FRIED|Potato Chips,2.0,Kg,PREP,2000.0,g
P-26057,FRIED|Sunny/Overeasy Egg,1.0,ea,ZDONT USE OK - PREP,50.0,g
P-57157,FRIED|Sweet Potato Katsu,1.3,Kg,,1300.0,g
P-52042,FRIED|Tofu,0.9,Kg,,900.0,g
P-53302,FRIED|Tofu Savory|BV,0.9,Kg,,900.0,g
P-42353,FRIED|Tortilla Chips (Corn),2.25,Kg,,2250.0,g
P-13944,G&G-Banana by each,20.0,ea,PRODUCE,118.0,g
P-45695,G&G-Pudding Mango,1.0,ea,BAKED GOODS,191.0,g
P-36698,G&G|HMR| Chickpea Curry,1.0,ea,CK - FOOD,260.0,g
P-14695,G&G|Sandwich|Italian ,1.0,ea,,223.0,g
P-50586,GARNISH|Cilantro,800.0,g,,800.0,g
P-43583,GARNISH|Crispy Shallot,1.0,Kg,PREP,1000.0,g
P-55288,GARNISH|Fried Rice Noodle,650.0,g,,650.0,g
P-50585,GARNISH|Green Onion,900.0,g,,900.0,g
P-52620,GARNISH|Lime Mini Wedge,8.0,piece,,40.0,g
P-50782,GARNISH|Orange Segments,3.0,slice,,52.5,g
P-47377,GARNISH|Parsley|Sprig,90.0,g,,90.0,g
P-50783,GARNISH|Puffed Rice,184.0,g,,184.0,g
P-50836,GARNISH|Roasted Cashew,1.1,Kg,,1100.0,g
P-52968,GARNISH|Rst Pumpkin Seed,900.0,g,,900.0,g
P-54318,GARNISH|Shredded Nori,100.0,g,,100.0,g
P-44507,GARNISH|Tortillia shred|corn,30.0,g,,30.0,g
P-43346,GARNISHlFried Onion,2.0,Kg,,2000.0,g
P-50843,GARNISHlParm Crumble,2.1,Kg,,2100.0,g
P-54723,GHOST|Beni Shoga,1.0,Kg,,1000.0,g
P-53250,GLAZED|Pearl Onion|POP,1.0,Kg,,1000.0,g
P-57968,GR||Sandwich|RATIO,6.0,un,,1260.0,g
P-54358,GR|Smoothie|PeachyKeen|Prep=3,3.0,each,,510.9,g
P-56548,GR|Thai Cucumber Salad ,2.0,Kg,,2000.0,g
P-55669,GRILLED|Chicken Breast|4 oz,1.0,PTN,,113.4,g
P-71532,GRILLED|Flank|Red Chile Adobo,3.7,Kg,,3700.0,g
P-54881,GRILLED|Foccacia,36.0,PTN,,580.0,g
P-56985,GRILLED|Pineapple Ring,1.0,Kg,,1000.0,g
P-71709,GRILLED|Pita Bread,50.0,each,,3000.0,g
P-53056,GRILLED|Roma Tomato|V2,26.0,PTN,PREP,1170.0,g
P-61306,GRILLED|Tofu,1.0,Kg,,1000.0,g
P-28225,GRL - G&G Bacon & Egger,1.0,PTN,,300.0,g
P-50688,GRL| Cream Cheese Mix,130.0,g,,130.0,g
P-61001,GRL|Cubano Spread|TAILGATE,2250.0,ml,,2250.0,ml
P-41914,GRL|Grilled Chicken Thigh,2.0,Kg,FEAST,2000.0,g
P-62906,GRL|Quiche| 3 Cheese,1.0,each,,21.0,g
P-62907,GRL|Quiche|Bacon&Onion,1.0,each,,21.0,g
P-35126,HMS - BNS Succatash,30.0,lb,,13607.76,g
P-27388,HMS - Pork  Schnitzel,1.0,PTN,PREP,214.0,g
P-26894,HMS - Roasted Maple Beets,15.0,lb,,6803.88,g
P-34941,HMS - S Pot BB C Salad,10.0,Kg,PREP,10000.0,g
P-26761,HMS - Sage Gravy,15.0,L,,15000.0,ml
P-53874,HMS|Eggplant Torta JA,7.0,Kg,,7000.0,g
P-53872,HMS|Fried Rice JA,18.0,Kg,,18000.0,g
P-53873,HMS|Pork Tocino JA,17.5,Kg,PREP,17500.0,g
P-53875,HMS|Sawsawan Sauce JA,3.4,L,FEAST,3400.0,ml
P-50988,HS| Korean Sauce Marinade,3.7,L,,3700.0,ml
P-50991,HS| Korean Tofu,2.0,Kg,,2000.0,g
P-26770,HS|Apple Chutney|Batch,4.536,Kg,,4536.0,g
P-54442,HS|Catfish|CornmlCrustd(Test),5.0,Kg,,5000.0,g
P-53955,HS|Crab Cakes Breaded|STOLW,40.0,each,,4454.0,g
P-13683,HS|Crab Cakes Mix|STOLW,2.5,Kg,,2500.0,g
P-57277,HS|Dirty Rice,1.5,Kg,PREP,1500.0,g
P-61885,HS|filling|Lentil SheppardsPi ,1.2,Kg,,1200.0,g
P-50992,HS|Herbed Pork Loin (Cooked),22.5,Kg,PREP,22500.0,g
P-47226,HS|Herbs|Risotto,1.0,PTN,,5.0,g
P-27328,HS|Jalapeno Corn Bread,3.1,Kg,,3100.0,g
P-45851,HS|Mexican Green Rice,10.0,Kg,PREP,10000.0,g
P-55766,HS|Mustard Marinated Pork Loin,17.0,Kg,,17000.0,g
P-55767,HS|Mustard Pork Loin Cooked,14.0,Kg,,14000.0,g
P-44527,HS|Pasta Bar|Herbs,8.0,g,,8.0,g
P-55167,HS|Pasta Bar|Protien,300.0,g,,300.0,g
P-44528,HS|Pasta Bar|Sauces,270.0,ml,,270.0,ml
P-46824,HS|Pasta Bar|Vegetables,229.0,g,,229.0,g
