ConversionId,Multiplier,ConvertFromQty,ConvertFromUom,ConvertToQty,ConvertToUom
I-2220,0.00409836,1.0,cup,244.0,g
I-2220,0.00102459,1.0,qt,976.0,g
I-2221,0.03205128,1.0,fl oz,31.2,g
I-2221,0.004,1.0,cup,250.0,g
I-2221,0.001,1.0,qt,1000.0,g
I-2251,0.03278689,1.0,fl oz,30.5,g
I-2251,0.00409836,1.0,cup,244.0,g
I-2251,0.00102459,1.0,qt,976.0,g
I-2254,0.08333333,1.0,Tbsp,12.0,g
I-2254,0.00434783,1.0,cup,230.0,g
I-2267,1.0,1.0,500ML,1.0,473ML
I-2319,12.0,12.0,Kg,1.0,ea
I-2596,1.0,1.0,g,1.0,ea
I-2654,0.002,1.0,CT,500.0,g
I-2866,0.00381679,1.0,cup,262.0,g
I-2903,0.22222222,1.0,tsp,4.5,g
I-2903,0.07407407,1.0,Tbsp,13.5,g
I-2903,0.00462963,1.0,cup,216.0,g
I-2949,0.00392157,1.0,cup,255.0,g
I-3080,0.00220264,1.0,lb,454.0,ml
I-3140,0.70921986,1.0,g,1.41,ml
I-3140,1.40449438,1.4045,ml,1.0,g
I-3141,1.4084507,1.4085,ml,1.0,g
I-3144,0.0625,1.0,Tbsp,16.0,g
I-3144,0.00390625,1.0,cup,256.0,g
I-3144,0.00229358,1.0,can,436.0,g
I-3145,0.00416667,1.0,cup,240.0,g
I-3145,0.00226244,1.0,can,442.0,g
I-3146,0.00413223,1.0,cup,242.0,g
I-3146,0.00225225,1.0,can,444.0,g
I-3149,0.00416667,1.0,cup,240.0,g
I-3159,0.0004,1.0,bottle,2500.0,g
I-3223,0.06666667,1.0,Tbsp,15.0,g
I-3223,0.00442478,1.0,cup,226.0,g
I-3224,0.06666667,1.0,Tbsp,15.0,g
I-3224,0.00442478,1.0,cup,226.0,g
I-3225,0.06666667,1.0,Tbsp,15.0,g
I-3225,0.00442478,1.0,cup,226.0,g
I-3237,0.16666667,1.0,pak,6.0,g
I-3283,0.23809524,1.0,tsp,4.2,g
I-3283,0.07692308,1.0,Tbsp,13.0,g
I-3284,0.23809524,1.0,tsp,4.2,g
I-3284,0.07692308,1.0,Tbsp,13.0,g
I-3284,0.00480769,1.0,cup,208.0,g
I-3321,0.00294985,1.0,cup,339.0,g
I-3327,0.07142857,1.0,PTN,14.0,g
I-3327,0.05,1.0,Tbsp,20.0,g
I-3348,0.06666667,1.0,Tbsp,15.0,g
I-3365,0.00401606,1.0,cup,249.0,g
I-3365,0.00100402,1.0,L,996.0,g
I-3367,0.00401606,1.0,cup,249.0,g
I-3370,0.00401606,1.0,cup,249.0,g
I-3386,0.22222222,1.0,tsp,4.5,g
I-3386,0.07352941,1.0,Tbsp,13.6,g
I-3386,0.00458716,1.0,cup,218.0,g
I-3388,0.22222222,1.0,tsp,4.5,g
I-3388,0.07142857,1.0,Tbsp,14.0,g
I-3388,0.00458716,1.0,cup,218.0,g
I-3389,0.22222222,1.0,tsp,4.5,g
I-3389,0.07407407,1.0,Tbsp,13.5,g
I-3389,0.00462963,1.0,cup,216.0,g
I-3390,0.22222222,1.0,tsp,4.5,g
I-3390,0.07407407,1.0,Tbsp,13.5,g
I-3390,0.00462963,1.0,cup,216.0,g
I-3391,0.22222222,1.0,tsp,4.5,g
I-3391,0.07352941,1.0,Tbsp,13.6,g
I-3391,0.00458716,1.0,cup,218.0,g
I-3392,0.22222222,1.0,tsp,4.5,g
I-3392,0.07352941,1.0,Tbsp,13.6,g
I-3392,0.00458716,1.0,cup,218.0,g
I-3435,0.00381679,0.5,cup,131.0,g
I-3435,0.00101284,2.84,L,2804.0,g
I-3438,0.01,1.0,LG CAN,100.0,fl oz
I-3438,24.119,24.119,L,1.0,oz
I-3449,0.001875,0.1875,L,100.0,g
I-3458,0.00093897,1.0,L,1065.0,g
I-3468,0.00408163,1.0,cup,245.0,g
I-3494,0.0625,1.0,Tbsp,16.0,g
I-3494,0.003861,1.0,cup,259.0,g
I-3494,0.001,1.0,L,1000.0,g
I-3497,0.00342466,1.0,cup,292.0,g
I-3517,0.05555556,1.0,Tbsp,18.0,g
I-3545,0.16666667,1.0,tsp,6.0,g
I-3545,0.05555556,1.0,Tbsp,18.0,g
I-3563,0.21276596,1.0,tsp,4.7,g
I-3571,0.05555556,1.0,Tbsp,18.0,g
I-3571,0.02777778,1.0,fl oz,36.0,g
I-3571,0.00347222,1.0,cup,288.0,g
I-3572,0.05882353,1.0,Tbsp,17.0,g
I-3572,0.00363636,1.0,cup,275.0,g
I-3575,0.00704225,1.0,cup,142.0,g
I-3577,0.37037037,1.0,tsp,2.7,g
I-3577,0.125,1.0,Tbsp,8.0,g
I-3580,0.14792899,1.0,cup,6.76,oz
I-3584,0.00342466,1.0,cup,292.0,g
I-3589,0.11111111,1.0,Tbsp,9.0,g
I-3589,0.00694444,1.0,cup,144.0,g
I-3590,0.0078125,1.0,cup,128.0,g
I-3591,0.11111111,1.0,Tbsp,9.0,g
I-3591,0.00694444,1.0,cup,144.0,g
I-3617,0.52631579,1.0,tsp,1.9,g
I-3617,0.16666667,1.0,Tbsp,6.0,g
I-3619,4.65616546,1.0,leaf,0.2148,g
I-3619,0.55555556,1.0,Tbsp,1.8,g
I-3620,0.17241379,1.0,Tbsp,5.8,g
I-3621,1.42857143,1.0,tsp,0.7,g
I-3622,0.37037037,1.0,tsp,2.7,g
I-3622,0.125,1.0,Tbsp,8.0,g
I-3623,0.55555556,1.0,tsp,1.8,g
I-3623,0.18867925,1.0,Tbsp,5.3,g
I-3624,0.55555556,1.0,tsp,1.8,g
I-3624,0.18867925,1.0,Tbsp,5.3,g
I-3625,0.38461538,1.0,tsp,2.6,g
I-3625,0.12820513,1.0,Tbsp,7.8,g
I-3628,0.47619048,1.0,tsp,2.1,g
I-3628,0.15384615,1.0,Tbsp,6.5,g
I-3629,0.55555556,1.0,tsp,1.8,g
I-3629,0.2,1.0,Tbsp,5.0,g
I-3630,0.16666667,1.0,Tbsp,6.0,g
I-3631,0.5,1.0,tsp,2.0,g
I-3631,0.15873016,1.0,Tbsp,6.3,g
I-3632,0.32258065,1.0,tsp,3.1,g
I-3632,0.10309278,1.0,Tbsp,9.7,g
I-3633,0.55555556,1.0,tsp,1.8,g
I-3633,0.19230769,1.0,Tbsp,5.2,g
I-3634,1.0,1.0,tsp,1.0,g
I-3634,0.32258065,1.0,Tbsp,3.1,g
I-3635,0.83333333,1.0,tsp,1.2,g
I-3635,0.3030303,1.0,Tbsp,3.3,g
I-3636,1.66666667,1.0,tsp,0.6,g
I-3636,0.58823529,1.0,Tbsp,1.7,g
I-3637,0.5,1.0,tsp,2.0,g
I-3637,0.15873016,1.0,Tbsp,6.3,g
I-3638,0.45454545,1.0,tsp,2.2,g
I-3638,0.14285714,1.0,Tbsp,7.0,g
I-3639,0.41666667,1.0,tsp,2.4,g
I-3639,0.14492754,1.0,Tbsp,6.9,g
I-3640,0.43478261,1.0,tsp,2.3,g
I-3640,0.14705882,1.0,Tbsp,6.8,g
I-3641,0.43478261,1.0,tsp,2.3,g
I-3641,0.14705882,1.0,Tbsp,6.8,g
I-3642,0.14492754,1.0,Tbsp,6.9,g
I-3643,0.14492754,1.0,Tbsp,6.9,g
I-3644,0.34482759,1.0,tsp,2.9,g
I-3646,0.14084507,1.0,Tbsp,7.1,g
I-3647,0.14084507,1.0,Tbsp,7.1,g
I-3649,0.34482759,1.0,tsp,2.9,g
I-3651,1.42857143,1.0,tsp,0.7,g
I-3651,0.47619048,1.0,Tbsp,2.1,g
I-3654,0.45454545,1.0,tsp,2.2,g
I-3654,0.14705882,1.0,Tbsp,6.8,g
I-3655,0.06666667,1.0,ea,15.0,g
I-3655,1.50015002,1.5002,g,1.0,ea
I-3657,0.2173913,1.0,tsp,4.6,g
I-3657,0.00454545,1.0,cup,220.0,g
I-3658,0.2173913,1.0,tsp,4.6,g
I-3658,0.00454545,1.0,cup,220.0,g
I-3660,0.23809524,1.0,tsp,4.2,g
I-3660,0.005,1.0,cup,200.0,g
I-3661,0.4,1.0,tsp,2.5,g
I-3670,0.05,1.0,Tbsp,20.0,g
I-3670,0.0031746,1.0,cup,315.0,g
I-3671,0.05,1.0,Tbsp,20.0,g
I-3671,0.00318471,1.0,cup,314.0,g
I-3678,0.06666667,1.0,Tbsp,15.0,g
I-3678,0.00526316,1.0,can,190.0,g
I-3678,0.00416667,1.0,cup,240.0,g
I-3679,0.06666667,1.0,Tbsp,15.0,g
I-3679,0.00526316,1.0,can,190.0,g
I-3679,0.00416667,1.0,cup,240.0,g
I-3681,0.004,1.0,cup,250.0,g
I-3691,0.2,1.0,tsp,5.0,g
I-3691,0.06711409,1.0,Tbsp,14.9,g
I-3691,0.0041841,1.0,cup,239.0,g
I-3692,0.18867925,1.0,tsp,5.3,g
I-3692,0.0625,1.0,Tbsp,16.0,g
I-3692,0.00392157,1.0,cup,255.0,g
I-3692,0.001,1.0,L,1000.0,g
I-3695,0.2,1.0,tsp,5.0,g
I-3695,0.06711409,1.0,Tbsp,14.9,g
I-3695,0.0041841,1.0,cup,239.0,g
I-3698,0.2,1.0,tsp,5.0,g
I-3698,0.06711409,1.0,Tbsp,14.9,g
I-3698,0.00420168,1.0,cup,238.0,g
I-3698,0.001,1.0,L,1000.0,g
I-3853,0.00588235,1.0,CT,170.0,g
I-3853,0.03529412,3.0,oz,85.0,g
I-3854,0.00869565,1.0,CT,115.0,g
I-3898,0.01851852,1.0,Kg,54.0,ea
I-4249,0.00549451,1.0,CT,182.0,g
I-4255,0.00549451,1.0,CT,182.0,g
I-4271,0.00549451,1.0,CT,182.0,g
I-4344,0.00294118,1.0,CT,340.0,g
I-4345,0.00980392,1.0,CT,102.0,g
I-4345,0.00689655,1.0,cup,145.0,g
I-4347,0.00263158,1.0,CT,380.0,g
I-4375,0.06666667,1.0,CT,15.0,g
I-4450,0.33333333,1.0,Tbsp,3.0,g
I-4450,0.03030303,1.0,cup,33.0,g
I-4450,0.01,1.0,CT,100.0,g
I-4456,0.00520833,1.0,CT,192.0,g
I-4458,0.00591716,1.0,CT,169.0,g
I-4459,0.00549451,1.0,CT,182.0,g
I-4460,0.00549451,1.0,CT,182.0,g
I-4461,0.00549451,1.0,CT,182.0,g
I-4472,0.00735294,1.0,CT,136.0,g
I-4473,0.00735294,1.0,HEAD,136.0,g
I-4519,0.00826446,1.0,cup,121.0,g
I-4519,0.00352113,1.0,bag,284.0,g
I-4533,1.0,1.0,pt,1.0,BASKET
I-4533,0.08333333,1.0,BASKET,12.0,oz
I-4533,0.00675676,1.0,cup,148.0,g
I-4557,0.04347826,1.0,leaf,23.0,g
I-4557,0.00088183,1.0,CT,1134.0,g
I-4560,0.00181159,1.0,CT,552.0,g
I-4568,0.0078125,1.0,cup,128.0,g
I-4569,0.0078125,1.0,cup,128.0,g
I-4574,0.00909091,1.0,cup,110.0,g
I-4582,0.1,1.0,CT,10.0,g
I-4593,0.25,1.0,ea,4.0,lb
I-4593,0.00170068,1.0,CT,588.0,g
I-4598,0.00125,1.0,CT,800.0,g
I-4599,0.13333333,1.0,Tbsp,7.5,g
I-4599,0.001,1.0,HEAD,1000.0,g
I-4623,0.00699301,1.0,CT,143.0,g
I-4623,0.00689655,1.0,cup,145.0,g
I-4626,0.00263158,1.0,CT,380.0,g
I-4628,0.00332226,1.0,HEAD,301.0,g
I-4635,0.00862069,1.0,cup,116.0,g
I-4664,0.00813008,1.0,CT,123.0,g
I-4677,0.00277778,1.0,CT,360.0,g
I-4677,0.00277778,1.0,HEAD,360.0,g
I-4679,0.06666667,1.0,BUNCH,15.0,g
I-4691,0.00066667,1.0,CT,1500.0,g
I-4693,0.0013245,1.0,CT,755.0,g
I-4698,0.004,1.0,CT,250.0,g
I-4699,0.005,1.0,BUNCH,200.0,g
I-4702,0.01449275,1.0,HEAD,69.0,g
I-4709,0.03278689,1.0,fl oz,30.5,g
I-4709,0.01190476,1.0,CT,84.0,g
I-4709,0.00409836,1.0,cup,244.0,g
I-4712,0.01492537,1.0,CT,67.0,g
I-4739,0.00704225,1.0,CT,142.0,g
I-4745,0.00666667,1.0,ea,150.0,g
I-4764,0.00763359,1.0,CT,131.0,g
I-4772,0.26315789,1.0,Tbsp,3.8,g
I-4772,0.00416667,1.0,BUNCH,240.0,g
I-4772,1.0,10.0,g,10.0,g
I-4778,0.00666667,1.0,CT,150.0,g
I-4781,0.0049505,1.0,CT,202.0,g
I-4783,0.00363636,1.0,CT,275.0,g
I-4784,0.00434783,1.0,CT,230.0,g
I-4826,0.0025,1.0,BUNCH,400.0,g
I-4829,0.00813008,1.0,cup,123.0,g
I-4829,0.00320513,1.0,BASKET,312.0,g
I-4894,0.04,1.0,ea,25.0,g
I-4915,0.02777778,1.0,cup,36.0,g
I-4915,0.02083333,1.0,leaf,48.0,g
I-4915,0.00222222,1.0,HEAD,450.0,g
I-4949,0.00022134,1.0,CT,4518.0,g
I-4981,0.37735849,2.0,Tbsp,5.3,g
I-4981,2.0,5.0,leaf,2.5,g
I-5967,1.0,1.0,500ML,1.0,473ML
I-5968,1.0,1.0,500ML,1.0,473ML
I-5977,0.38461538,1.0,tsp,2.6,g
I-5977,0.14285714,1.0,piece,7.0,g
I-5977,0.12820513,1.0,Tbsp,7.8,g
I-5983,0.03378378,1.0,fl oz,29.6,g
I-5983,0.001,1.0,L,1000.0,g
I-6006,0.22222222,1.0,tsp,4.5,g
I-6006,0.07407407,1.0,Tbsp,13.5,g
I-6006,0.00462963,1.0,cup,216.0,g
I-6017,0.0016125,0.1613,L,100.0,g
I-6017,0.14285714,1.0,slice,7.0,g
I-6017,0.01538462,1.0,piece,65.0,g
I-6443,0.03246753,1.0,fl oz,30.8,g
I-6443,0.00406504,1.0,cup,246.0,g
I-6775,0.00549451,1.0,CT,182.0,g
I-6777,0.00159744,1.0,CT,626.0,g
I-6791,0.00411523,1.0,cup,243.0,g
I-6812,0.00909091,1.0,cup,110.0,g
I-6832,0.00909091,1.0,cup,110.0,g
I-6924,0.0042735,1.0,HEAD,234.0,g
I-7060,0.03401361,1.0,fl oz,29.4,g
I-7061,0.03401361,1.0,fl oz,29.4,g
I-7978,2.63157895,1.0,lb,0.38,L
I-7978,0.54347826,1.0,XXX,1.84,L
I-8042,0.00549451,1.0,CT,182.0,g
I-8058,0.00408163,1.0,cup,245.0,g
I-8060,0.07042254,1.0,Tbsp,14.2,g
I-8060,0.00440529,1.0,cup,227.0,g
I-8232,0.00146843,1.0,CT,681.0,g
I-8235,0.22222222,1.0,tsp,4.5,g
I-8235,0.07407407,1.0,Tbsp,13.5,g
I-8235,0.00462963,1.0,cup,216.0,g
I-8235,0.00115741,1.0,L,864.0,g
I-9381,0.08333333,1.0,Tbsp,12.0,g
I-9381,0.00434783,1.0,cup,230.0,g
I-9381,0.001,1.0,L,1000.0,g
I-10760,0.02777778,1.0,cup,36.0,g
I-10760,0.02083333,1.0,leaf,48.0,g
I-10760,0.002,1.0,HEAD,500.0,g
I-10775,112.0,112.0,g,1.0,CT
I-11361,0.03205128,1.0,fl oz,31.2,g
I-11361,0.004,1.0,CT,250.0,g
I-11361,0.004,1.0,cup,250.0,g
I-11361,0.001,1.0,qt,1000.0,g
I-11363,0.03278689,1.0,fl oz,30.5,g
I-11363,0.00409836,1.0,cup,244.0,g
I-11363,0.00377358,1.0,CT,265.0,g
I-11363,0.00102459,1.0,qt,976.0,g
I-11364,0.004329,1.0,CT,231.0,g
I-11365,0.03278689,1.0,fl oz,30.5,g
I-11365,0.00409836,1.0,cup,244.0,g
I-11365,0.0021645,1.0,CT,462.0,g
I-11365,0.00102459,1.0,qt,976.0,g
I-11518,0.02,1.0,bag,50.0,g
I-11553,0.00328947,1.0,BUNCH,304.0,g
I-11656,0.00561798,1.0,CT,178.0,g
I-11664,0.03448276,1.0,LOAF,29.0,slice
I-12157,0.004,1.0,CT,250.0,ml
I-12478,0.03333333,1.0,LOAF,30.0,slice
I-13205,0.0035461,1.0,CT,282.0,g
I-13225,0.00549451,1.0,CT,182.0,g
I-13253,0.00598802,1.0,ea,167.0,g
I-13253,0.00549451,1.0,CT,182.0,g
I-13303,1.0,1.0,CT,1.0,ea
I-14041,1.0,1.0,473ML,1.0,bottle
I-14181,0.07142857,1.0,slice,14.0,g
I-16497,0.00469484,1.0,CT,213.0,g
I-17203,0.18867925,1.0,tsp,5.3,g
I-17203,0.0625,1.0,Tbsp,16.0,g
I-17203,0.00392157,1.0,cup,255.0,g
I-17205,0.16666667,1.0,BASKET,6.0,oz
I-17205,0.00694444,1.0,cup,144.0,g
I-17616,0.07142857,1.0,slice,14.0,g
I-17618,0.07142857,1.0,slice,14.0,g
I-18803,2.15517241,250.0,ml,116.0,g
I-19283,0.00210526,1.0,bag,475.0,g
I-19737,0.00103306,1.0,L,968.0,g
I-20348,0.23809524,1.0,tsp,4.2,g
I-20348,0.07692308,1.0,Tbsp,13.0,g
I-20348,0.00480769,1.0,cup,208.0,g
I-22026,0.21276596,1.0,tsp,4.7,g
I-22026,0.00106383,1.0,L,940.0,g
I-22443,0.00381679,1.0,L,262.0,g
I-23336,0.00381679,1.0,cup,262.0,g
I-26667,0.03527337,1.0,oz,28.35,g
I-26667,0.00588235,1.0,ea,170.0,g
I-26667,0.00220459,1.0,lb,453.6,g
I-27407,0.01333333,1.0,ea,75.0,g
I-29690,0.01282051,1.0,ea,78.0,g
I-31126,0.02,1.0,500UN,50.0,g
I-31126,0.02,1.0,ea,50.0,g
I-31992,0.03278689,1.0,fl oz,30.5,g
I-31992,0.00409836,1.0,cup,244.0,g
I-31992,0.00102459,1.0,L,976.0,g
I-31992,0.00102459,1.0,qt,976.0,g
I-40609,0.025,1.0,CT,40.0,g
I-43559,0.02,1.0,CT,50.0,g
I-43958,0.02,1.0,each,50.0,g
I-45114,0.03333333,0.5,fl oz,15.0,g
I-47525,0.00408163,1.0,cup,245.0,g
I-65951,0.006618,1.0,each,151.103,g
I-1028,0.008333333333333333,1.0,CT,120.0,g
I-1034,0.008333333333333333,1.0,CT,120.0,g
I-1035,0.01,1.0,CT,100.0,g
I-10605,0.008849557522123894,1.0,CT,113.0,g
I-1126,0.006666666666666667,1.0,CT,150.0,g
I-1127,0.006666666666666667,1.0,CT,150.0,g
I-1141,0.013333333333333334,1.0,CT,75.0,g
I-1143,0.013333333333333334,1.0,CT,75.0,g
I-11519,0.02,1.0,bag,50.0,g
I-1152,0.013333333333333334,1.0,CT,75.0,g
I-11842,0.0022026431718061676,1.0,LOAF,454.0,g
I-1207,0.008333333333333333,1.0,CT,120.0,g
I-1223,0.0001,1.0,CT,10000.0,ml
I-1232,0.02,1.0,slice,50.0,g
I-1252,0.00025,1.0,CT,4000.0,ml
I-1254,0.004166666666666667,0.5,CT,120.0,g
I-1257,0.008333333333333333,1.0,CT,120.0,g
I-1273,0.0022026431718061676,1.0,LOAF,454.0,g
I-13004,0.0022026431718061676,1.0,CT,454.0,g
I-15032,0.0022026431718061676,1.0,LOAF,454.0,g
I-15358,0.013333333333333334,1.0,ea,75.0,g
I-17615,0.07142857142857142,1.0,slice,14.0,g
I-17617,0.07142857142857142,1.0,slice,14.0,g
I-17686,0.013333333333333334,1.0,ea,75.0,g
I-18089,0.008333333333333333,1.0,ea,120.0,g
I-18915,0.03333333333333333,1.0,ea,30.0,g
I-19735,0.008333333333333333,1.0,CT,120.0,g
I-2159,0.02,1.0,CT,50.0,g
I-2281,0.00011692307692307692,0.076,650G,650.0,g
I-2306,0.05,1.0,slice,20.0,g
I-2310,0.05,1.0,slice,20.0,g
I-24227,0.0022026431718061676,1.0,LOAF,454.0,g
I-2586,0.008333333333333333,1.0,CT,120.0,g
I-2669,0.0008620689655172414,0.125,PIE,145.0,g
I-28899,0.04,1.0,each,25.0,g
I-28904,0.03333333333333333,1.0,each,30.0,g
I-28907,0.025,1.0,each,40.0,g
I-28920,0.0058823529411764705,1.0,each,170.0,g
I-29663,0.03636363636363636,1.0,ea,27.5,g
I-29665,0.025,1.0,each,40.0,g
I-29688,0.008333333333333333,1.0,ea,120.0,g
I-30178,0.008333333333333333,1.0,SHEET,120.0,g
I-3103,0.03333333333333333,1.0,CT,30.0,g
I-3143,0.00035211267605633805,1.0,can,2840.0,ml
I-32258,0.02,1.0,ea,50.0,g
I-32263,0.03333333333333333,1.0,ea,30.0,g
I-32268,0.02,1.0,ea,50.0,g
I-3387,0.001,1.0,L,1000.0,ml
I-3676,0.00035211267605633805,1.0,LG CAN,2840.0,ml
I-3688,0.008333333333333333,1.0,CT,120.0,g
I-3738,0.0030303030303030303,1.0,330ML,330.0,ml
I-41181,0.008333333333333333,1.0,ea,120.0,g
I-4341,0.012597837959049469,1.0,CT,79.3787,g
I-43608,0.0029850746268656717,1.0,can,335.0,ml
I-4507,0.005555555555555556,1.0,piece,180.0,g
I-4640,7.692307692307693e-05,1.0,cs,13000.0,g
I-46598,0.02,1.0,ea,50.0,g
I-4823,0.0033333333333333335,12.0,HEAD,3600.0,g
I-49128,0.008333333333333333,1.0,CT,120.0,g
I-52016,0.008849557522123894,1.0,ea,113.0,g
I-52090,0.007692307692307693,1.0,CT,130.0,g
I-55414,0.008333333333333333,1.0,each,120.0,g
I-57496,0.0125,1.0,each,80.0,g
I-57497,0.0125,1.0,each,80.0,g
I-62225,0.014705882352941176,4.0,CT,272.0,g
I-62736,0.01,1.0,ea,100.0,g
I-64492,0.0022026431718061676,1.0,LOAF,454.0,g
I-8140,0.0125,1.0,ea,80.0,g
I-8374,0.03636363636363636,1.0,ea,27.5,g
I-8856,0.026785714285714284,6.0,ea,224.0,g
P-13890,0.02,30.0,slice,1500.0,g
P-13944,0.00847457627118644,1.0,ea,118.0,g
P-14076,0.008571428571428572,6.0,PTN,700.0,g
P-14077,0.004285714285714286,6.0,PTN,1400.0,g
P-14200,0.0027906976744186047,3.0,PTN,1075.0,g
P-14282,0.01090909090909091,48.0,ea,4400.0,g
P-14366,0.030857142857142857,540.0,piece,17500.0,g
P-14833,0.002,1.0,PTN,500.0,g
P-16305,0.008928571428571428,1.0,ea,112.0,g
P-22963,0.004830917874396135,1.0,ea,207.0,ml
P-24618,0.007462686567164179,1.0,PTN,134.0,g
P-26047,0.02,50.0,ea,2500.0,g
P-26056,0.0022222222222222222,1.0,ea,450.0,g
P-26057,0.02,1.0,ea,50.0,g
P-26170,0.008,1.0,ea,125.0,g
P-26234,0.0125,16.0,ea,1280.0,g
P-26318,0.02040816326530612,10.0,ea,490.0,g
P-26481,0.02,1.0,ea,50.0,g
P-26631,0.0058823529411764705,24.0,ea,4080.0,g
P-26965,0.008333333333333333,12.0,piece,1440.0,g
P-27418,0.008333333333333333,1.0,ea,120.0,g
P-28225,0.0033333333333333335,1.0,PTN,300.0,g
P-28369,0.02857142857142857,1.0,ea,35.0,g
P-28372,0.07142857142857142,1.0,slice,14.0,g
P-28373,0.005405405405405406,1.0,un,185.0,g
P-33556,0.004545454545454545,1.0,each,220.0,g
P-35132,0.007692307692307693,185.0,ea,24050.0,g
P-35713,0.007692307692307693,185.0,ea,24050.0,g
P-36066,0.0027397260273972603,3.0,ea,1095.0,ml
P-36793,0.005714285714285714,2.0,ea,350.0,g
P-36815,0.0027397260273972603,2.0,ea,730.0,ml
P-36868,0.005323980164979497,10.0,ea,1878.294,g
P-37297,0.02,1.0,each,50.0,g
P-37871,0.004,1.0,ea,250.0,g
P-38314,0.02,1.0,ea,50.0,g
P-39135,0.0027397260273972603,2.0,ea,730.0,ml
P-40407,0.004338394793926247,1.0,1UN,230.5,g
P-41727,0.003044448954739192,15.0,PTN,4927.0,g
P-42552,0.0033333333333333335,1.0,pak,300.0,g
P-42553,0.0033333333333333335,1.0,pak,300.0,g
P-42554,0.0033333333333333335,1.0,pak,300.0,g
P-42555,0.0033333333333333335,1.0,pak,300.0,g
P-42556,0.0033333333333333335,1.0,pak,300.0,g
P-42557,0.0033333333333333335,1.0,pak,300.0,g
P-42558,0.0033333333333333335,1.0,pak,300.0,g
P-43635,0.004,25.0,ea,6250.0,g
P-43637,0.0027397260273972603,1.0,ea,365.0,ml
P-43638,0.0027397260273972603,2.0,ea,730.0,ml
P-43737,0.02,20.0,each,1000.0,g
P-44309,0.0027397260273972603,1.0,PTN,365.0,ml
P-44353,0.010719754977029096,7.0,PTN,653.0,g
P-44392,0.02,8.0,each,400.0,g
P-44438,0.002,1.0,PTN,500.0,g
P-44497,0.038461538461538464,6.0,each,156.0,g
P-44506,0.025,4.0,each,160.0,g
P-44512,0.006060606060606061,12.0,each,1980.0,g
P-44585,0.09523809523809523,8.0,piece,84.0,g
P-44587,0.02,1.0,ea,50.0,g
